cell,owner
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,22
10,10
11,11
12,13
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,24
24,24
25,13
26,13
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,24
36,25
37,37
38,38
39,39
40,53
41,41
42,42
43,43
44,44
45,58
46,46
47,47
48,48
49,62
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,71
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,81
67,67
68,67
69,69
70,70
71,71
72,86
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,71
86,86
87,87
88,88
89,103
90,90
91,91
92,92
93,93
94,93
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,93
108,93
109,109
110,110
111,111
112,112
113,113
114,114
115,131
116,116
117,117
118,103
119,118
120,120
121,121
122,122
123,123
124,156
125,125
126,126
127,127
128,128
129,146
130,130
131,131
132,132
133,133
134,134
135,118
136,136
137,136
138,138
139,138
140,156
141,141
142,142
143,143
144,233
145,145
146,145
147,131
148,165
149,149
150,150
151,151
152,152
153,153
154,173
155,173
156,156
157,157
158,158
159,159
160,233
161,161
162,161
163,146
164,146
165,165
166,165
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,177
179,160
180,198
181,163
182,182
183,165
184,165
185,265
186,186
187,187
188,188
189,189
190,190
191,190
192,192
193,193
194,233
195,233
196,233
197,197
198,199
199,199
200,238
201,265
202,165
203,165
204,165
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,233
213,233
214,233
215,233
216,233
217,217
218,199
219,238
220,265
221,265
222,165
223,165
224,224
225,225
226,226
227,227
228,228
229,253
230,230
231,233
232,233
233,233
234,402
235,284
236,238
237,238
238,238
239,288
240,265
241,288
242,288
243,268
244,268
245,268
246,245
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,233
255,278
256,279
257,402
258,279
259,238
260,238
261,201
262,288
263,288
264,288
265,288
266,265
267,268
268,268
269,268
270,296
271,296
272,272
273,273
274,274
275,275
276,276
277,278
278,278
279,233
280,279
281,279
282,279
283,279
284,284
285,288
286,288
287,288
288,288
289,377
290,288
291,377
292,377
293,383
294,383
295,296
296,296
297,298
298,325
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,279
308,279
309,279
310,279
311,311
312,288
313,288
314,288
315,288
316,288
317,288
318,377
319,383
320,383
321,383
322,383
323,296
324,383
325,325
326,325
327,358
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,366
336,279
337,279
338,279
339,256
340,403
341,288
342,288
343,288
344,288
345,288
346,288
347,288
348,383
349,383
350,383
351,383
352,383
353,385
354,385
355,385
356,358
357,358
358,358
359,359
360,360
361,393
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,279
370,256
371,256
372,532
373,288
374,288
375,288
376,407
377,377
378,20
379,441
380,383
381,383
382,383
383,383
384,383
385,452
386,385
387,203
388,358
389,358
390,452
391,359
392,359
393,393
394,394
395,395
396,396
397,397
398,398
399,367
400,402
401,256
402,694
403,694
404,256
405,288
406,288
407,288
408,441
409,20
410,441
411,441
412,383
413,383
414,452
415,452
416,452
417,452
418,452
419,452
420,452
421,452
422,452
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,397
431,431
432,432
433,432
434,694
435,694
436,694
437,694
438,694
439,288
440,407
441,441
442,441
443,441
444,441
445,383
446,383
447,383
448,448
449,452
450,452
451,452
452,452
453,452
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,694
466,694
467,694
468,694
469,504
470,504
471,441
472,452
473,452
474,452
475,452
476,452
477,452
478,452
479,452
480,452
481,452
482,452
483,452
484,515
485,517
486,485
487,519
488,488
489,489
490,456
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,200
499,200
500,694
501,694
502,532
503,532
504,504
505,507
506,564
507,507
508,452
509,452
510,452
511,452
512,452
513,452
514,452
515,452
516,517
517,517
518,519
519,519
520,520
521,521
522,522
523,523
524,524
525,525
526,526
527,527
528,528
529,530
530,532
531,694
532,694
533,694
534,694
535,532
536,532
537,564
538,564
539,540
540,587
541,452
542,452
543,517
544,544
545,544
546,546
547,547
548,548
549,549
550,550
551,551
552,552
553,553
554,554
555,555
556,556
557,530
558,694
559,694
560,694
561,561
562,532
563,587
564,587
