cell,owner
1,103
2,103
3,103
4,16
5,5
6,7
7,9
8,9
9,9
10,103
11,103
12,103
13,103
14,103
15,103
16,103
17,16
18,19
19,19
20,7
21,9
22,9
23,103
24,103
25,103
26,103
27,37
28,37
29,29
30,43
31,43
32,56
33,56
34,34
35,103
36,708
37,708
38,103
39,103
40,103
41,63
42,66
43,43
44,44
45,44
46,34
47,47
48,708
49,708
50,103
51,103
52,103
53,103
54,103
55,55
56,69
57,69
58,69
59,103
60,708
61,708
62,708
63,708
64,103
65,63
66,63
67,66
68,69
69,69
70,69
71,69
72,103
73,708
74,708
75,708
76,708
77,708
78,708
79,708
80,63
81,63
82,63
83,97
84,85
85,69
86,103
87,103
88,708
89,708
90,708
91,708
92,708
93,708
94,708
95,63
96,63
97,97
98,113
99,144
100,708
101,103
102,103
103,708
104,708
105,708
106,708
107,708
108,708
109,708
110,63
111,708
112,708
113,144
114,708
115,708
116,708
117,708
118,708
119,708
120,708
121,708
122,708
123,708
124,708
125,63
126,708
127,708
128,708
129,708
130,708
131,708
132,708
133,708
134,708
135,708
136,708
137,708
138,708
139,708
140,708
141,708
142,708
143,708
144,708
145,708
146,708
147,708
148,708
149,708
150,708
151,708
152,708
153,708
154,708
155,708
156,708
157,708
158,708
159,708
160,708
161,708
162,708
163,708
164,708
165,708
166,708
167,133
168,155
169,708
170,708
171,708
172,708
173,708
174,708
175,708
176,708
177,708
178,708
179,708
180,708
181,708
182,708
183,708
184,708
185,708
186,155
187,708
188,207
189,708
190,708
191,708
192,708
193,708
194,708
195,708
196,708
197,708
198,708
199,708
200,708
201,708
202,708
203,708
204,708
205,155
206,155
207,207
208,154
209,708
210,708
211,708
212,708
213,708
214,708
215,708
216,708
217,708
218,708
219,708
220,708
221,708
222,708
223,708
224,189
225,225
226,251
227,155
228,708
229,708
230,708
231,708
232,708
233,708
234,708
235,708
236,708
237,708
238,708
239,708
240,708
241,708
242,708
243,708
244,708
245,708
246,708
247,328
248,328
249,251
250,251
251,708
252,708
253,708
254,708
255,708
256,708
257,708
258,708
259,708
260,708
261,708
262,708
263,708
264,708
265,708
266,708
267,708
268,708
269,708
270,708
271,708
272,328
273,301
274,301
275,301
276,708
277,708
278,708
279,708
280,708
281,708
282,708
283,708
284,708
285,708
286,708
287,708
288,708
289,708
290,708
291,708
292,708
293,708
294,708
295,708
296,708
297,708
298,708
299,328
300,328
301,360
302,302
303,276
304,708
305,708
306,708
307,708
308,708
309,708
310,708
311,708
312,708
313,708
314,708
315,708
316,708
317,708
318,708
319,708
320,708
321,708
322,708
323,708
324,708
325,708
326,708
327,708
328,328
329,328
330,360
331,360
332,155
333,708
334,708
335,708
336,708
337,708
338,708
339,708
340,708
341,708
342,708
343,708
344,708
345,708
346,708
347,708
348,708
349,708
350,708
351,708
352,708
353,708
354,708
355,708
356,708
357,708
358,708
359,328
360,328
361,360
362,360
363,364
364,708
365,708
366,708
367,708
368,708
369,708
370,708
371,708
372,708
373,708
374,708
375,708
376,708
377,708
378,708
379,708
380,708
381,708
382,708
383,708
384,708
385,708
386,708
387,708
388,708
389,708
390,708
391,328
392,360
393,360
394,360
395,708
396,708
397,708
398,708
399,708
400,708
401,708
402,708
403,708
404,708
405,708
406,708
407,708
408,708
409,708
410,708
411,708
412,708
413,708
414,708
415,708
416,708
417,708
418,708
419,708
420,708
421,708
422,708
423,423
424,424
425,489
426,426
427,426
428,428
429,708
430,708
431,708
432,708
433,708
434,708
435,708
436,708
437,708
438,708
439,708
440,708
441,708
442,708
443,708
444,708
445,708
446,708
447,708
448,708
449,708
450,708
451,708
452,708
453,708
454,454
455,455
456,490
457,490
458,428
459,708
460,460
461,708
462,708
463,708
464,708
465,708
466,708
467,708
468,708
469,708
470,708
471,708
472,708
473,708
474,708
475,708
476,708
477,708
478,708
479,708
480,708
481,708
482,708
483,708
484,708
485,708
486,708
487,708
488,490
489,490
490,490
491,491
492,492
493,493
494,461
495,708
496,708
497,708
498,708
499,708
500,708
501,708
502,708
503,708
504,708
505,708
506,708
507,708
508,708
509,708
510,708
511,708
512,708
513,708
514,708
515,708
516,708
517,708
518,708
519,708
520,520
521,489
522,522
523,523
524,524
525,525
526,526
527,527
528,708
529,708
530,708
531,708
532,708
533,708
534,708
535,708
536,708
537,708
538,708
539,708
540,708
541,708
542,708
543,708
544,708
545,708
546,546
547,547
548,548
549,522
550,550
551,551
552,553
553,553
554,555
555,708
556,708
557,708
558,708
559,708
560,708
561,708
562,708
563,708
564,708
565,708
566,708
567,708
568,708
569,708
570,570
571,571
572,594
573,573
574,575
575,575
576,576
577,578
578,578
579,708
580,708
581,708
582,708
583,708
584,708
585,708
586,708
587,708
588,708
589,708
590,708
591,708
592,612
593,593
594,594
595,595
596,596
597,575
598,598
599,599
600,600
601,708
602,708
603,708
604,708
605,708
606,708
607,708
608,708
609,708
610,708
611,708
612,612
613,594
614,594
615,614
616,616
617,598
618,618
619,619
620,708
621,708
622,708
623,708
624,708
625,708
626,708
627,708
628,708
629,708
630,708
631,631
632,631
633,633
634,633
635,616
636,636
637,637
638,638
639,639
640,708
641,708
642,708
643,708
644,708
645,708
646,708
647,708
648,708
649,649
650,650
651,651
652,652
653,653
654,654
655,655
656,656
657,675
658,708
659,708
660,708
661,708
662,708
663,708
664,708
665,708
666,708
667,667
668,668
669,669
670,670
671,671
672,655
673,673
674,674
675,675
676,708
677,708
678,708
679,708
680,708
681,708
682,708
683,684
684,684
685,669
686,715
687,687
688,688
689,704
690,690
691,691
692,708
693,708
694,708
695,708
696,708
697,708
698,714
699,699
700,715
701,702
702,702
703,703
704,704
705,704
706,706
707,708
708,708
709,708
710,708
711,708
712,708
713,713
714,714
715,715
716,716
717,717
718,718
719,719
720,704
721,721
722,708
723,708
724,708
725,708
726,708
727,708
728,728
729,729
730,730
731,731
732,731
733,733
734,734
735,735
736,736
737,708
738,708
739,708
740,708
741,708
742,743
743,743
744,731
745,774
746,733
747,747
748,748
749,763
750,708
751,708
752,708
753,708
754,708
755,708
756,708
757,757
758,774
759,774
760,774
761,761
762,747
763,748
764,708
765,708
766,708
767,708
768,708
769,708
770,708
771,708
772,708
773,774
774,774
775,774
776,791
777,777
778,777
779,708
780,708
781,708
782,708
783,708
784,708
785,708
786,708
787,708
788,708
789,774
790,789
791,791
792,792
793,777
794,708
795,708
796,708
797,708
798,708
799,708
800,708
801,708
802,708
803,708
804,708
805,708
806,708
807,708
808,774
809,791
810,843
811,811
812,812
813,708
814,708
815,708
816,708
817,708
818,708
819,708
820,708
821,708
822,708
823,708
824,708
825,708
826,843
827,843
828,845
829,829
830,812
831,708
832,708
833,708
834,708
835,708
836,708
837,708
838,708
839,708
840,708
841,708
842,708
843,843
844,844
845,845
846,796
847,796
848,848
849,708
850,708
851,708
852,708
853,708
854,708
855,708
856,824
857,708
858,708
859,930
860,930
861,861
862,880
863,930
864,930
865,930
866,930
867,708
868,708
869,708
870,930
871,824
872,824
873,708
874,708
875,708
876,708
877,708
878,930
879,930
880,930
881,930
882,930
883,930
884,930
885,930
886,708
887,930
888,930
889,930
890,912
891,912
892,858
893,876
894,940
895,940
896,940
897,940
898,940
899,940
900,919
901,923
902,930
903,930
904,930
905,930
906,930
907,930
908,930
909,930
910,912
911,930
912,912
913,912
914,940
915,940
916,940
917,1039
918,940
919,940
920,919
921,900
922,923
923,923
924,923
925,930
926,930
927,930
928,930
929,930
930,930
931,930
932,930
933,930
934,912
935,912
936,912
937,940
938,940
939,940
940,1039
941,923
942,923
943,961
944,963
945,945
946,930
947,930
948,930
949,930
950,930
951,930
952,930
953,930
954,996
955,996
956,1039
957,940
958,940
959,1039
960,1039
961,923
962,923
963,963
964,964
965,985
966,930
967,930
968,930
969,930
970,930
971,930
972,930
973,930
974,996
975,1028
976,1039
977,940
978,1039
979,1039
980,1039
981,923
982,982
983,983
984,984
985,985
986,930
987,930
988,930
989,930
990,930
991,930
992,992
993,996
994,996
995,1039
996,1039
997,1039
998,1039
999,1039
1000,1039
1001,1039
1002,1002
1003,1003
1004,1004
1005,1005
1006,1006
1007,930
1008,930
1009,930
1010,930
1011,1028
1012,992
1013,1028
1014,976
1015,1028
1016,1039
1017,1039
1018,1039
1019,1039
1020,1039
1021,1039
1022,1039
1023,1023
1024,1006
1025,930
1026,930
1027,930
1028,930
1029,930
1030,930
1031,1028
1032,1028
1033,1028
1034,1039
1035,1039
1036,1039
1037,1039
1038,1039
1039,1039
1040,1039
1041,1039
1042,930
1043,930
1044,930
1045,930
1046,930
1047,930
1048,930
1049,1028
1050,1039
1051,1039
1052,1052
1053,1039
1054,1039
1055,1039
1056,1039
1057,1039
1058,930
1059,930
1060,930
1061,930
1062,1085
1063,1085
1064,1085
1065,1065
1066,1039
1067,1039
1068,1039
1069,1039
1070,1039
1071,930
1072,930
1073,930
1074,1085
1075,1075
1076,1039
1077,1039
1078,1039
1079,1039
1080,1039
1081,930
1082,1085
1083,1039
1084,1085
1085,1039
1086,1039
1087,1039
1088,1085
1089,1085
1090,1039
1091,1039
1092,1039
