cell_number,neighbours,nation,productivity,national_productivity,border_cell,India,SEA,cell_into_conflict,nation_in_conflict,prod_faced,already_conflict,river,ruggedness,uniform_productivity,uniform_national_productivity,religion,language_group,temp_min,temp_max,religion_1450,ruggedness_vrm,hemid_temp_min,hemid_temp_max,wc_temp_max,wc_temp_min,productivity_gaezv4,national_productivity_gaezv4
528,"496,497,527,529,554,555",528,0.529089325,0.529089325,1,1,0,0,,,0,0,29.8197479,1,1,2,8,-53.81830315,47.05778232,3,0.072468159,-54.68670675,61.59468938,47.61744157,-66.45750837,23.59677419,23.59677419
529,"497,498,528,530,555,556",529,3.981230561,3.981230561,1,1,0,0,,,0,1,36.30631649,1,1,2,8,94.6322646,198.9888107,2,0.087397489,101.2723781,207.4687709,210.0404543,102.2647228,2554.395161,2554.395161
530,"498,499,529,531,556,557",530,30.61322779,30.61322779,1,1,0,0,,,0,1,8.353106204,1,1,2,8,163.6155645,288.5015027,2,0.349527498,179.6780227,292.6553106,296.8547566,178.4893988,3412.604839,3412.604839
531,"499,500,530,532,557,558",531,67.80165112,67.80165112,1,1,0,0,,,0,1,1.207531993,1,1,1,6,180.0940215,302.1668342,2,0.472047224,198.0170341,307.3567134,313.83501,188.2115099,2635.701613,2635.701613
532,"500,501,531,533,558,559",532,58.99354386,58.99354386,1,1,0,0,,,0,1,1.655156843,1,1,1,6,181.8869405,304.7157654,2,0.468496468,199.7952572,307.6110554,318.6226652,191.1213224,2395.919355,2395.919355
533,"501,502,532,534,559,560",533,55.77328542,55.77328542,1,1,0,0,,,0,1,2.190581661,1,1,1,6,181.4539081,305.5572811,1,0.387968081,195.0778223,305.5193721,323.0930392,195.9903806,2312.201613,2312.201613
534,"502,503,533,535,560,561",534,20.48430077,20.48430077,1,1,0,0,,,0,0,3.522953411,1,1,1,6,172.9542417,301.7503341,1,0.285958315,184.1103874,295.5970274,315.9040547,191.3297731,3340.830645,3340.830645
535,"503,504,534,536,561,562",535,13.10576813,13.10576813,1,1,0,0,,,0,0,5.03590602,1,1,1,6,162.8647295,295.2854041,1,0.262419338,176.0445892,282.5873413,307.1533533,181.6987307,3951.314516,3951.314516
536,"504,505,535,537,562,563",536,6.201817957,6.201817957,1,1,0,0,,,0,0,5.146355873,1,1,1,6,179.6800269,296.552605,1,0.345741502,191.0347361,295.0300601,314.3672681,192.7260722,3646.887097,3646.887097
537,"505,506,536,538,563,564",537,8.637446957,8.637446957,1,1,0,0,,,0,0,1.52925636,1,1,1,6,196.6561455,302.9702737,1,0.44439391,207.4836339,309.9520708,327.8705545,205.3797394,3065.943548,3065.943548
538,"506,507,537,539,564,565",538,5.727104237,5.727104237,1,1,0,0,,,0,0,4.033332699,1,1,1,6,181.4378756,295.9392119,1,0.251433438,191.1997328,297.6621576,313.0708886,196.3398797,3657.040323,3657.040323
539,"507,508,538,540,565,566",539,6.536169988,6.536169988,1,1,0,0,,,0,0,6.276848125,1,1,1,6,178.3306613,297.8724113,1,0.216323178,179.6122244,296.4141617,307.2983234,193.3492252,4151.169355,4151.169355
540,"508,509,539,541,566,567",540,10.12703533,10.12703533,1,1,0,0,,,0,0,7.20348726,1,1,1,6,202.6648297,307.9477296,1,0.232452262,199.8755845,310.2842351,318.7123381,215.9525385,4063.016129,4063.016129
541,"509,510,540,542,567,568",541,21.14211925,21.14211925,1,1,0,0,,,0,1,6.750126496,1,1,1,1,216.486974,306.8897802,1,0.256621184,216.2301269,310.7675351,321.0898528,226.3167333,3418.637097,3418.637097
542,"510,511,541,568",542,21.05787322,21.05787322,1,1,0,0,,,0,0,1.388275512,1,1,1,1,230.0233611,310.5013955,1,0.484267283,229.8619247,311.8845886,321.4366559,240.2845817,3091.537313,3091.537313
543,"516,517,544",543,1.978609843,1.978609843,1,1,0,0,,,0,0,2.142400941,1,1,2,1,231.9954672,299.1942121,3,0.377561303,238.0338215,305.554742,319.7496426,238.9035874,4431.66129,4431.66129
544,"517,518,543,545,569",544,2.518037684,2.518037684,1,1,0,0,,,0,0,7.553178972,1,1,2,1,212.3451612,288.3646947,3,0.23972182,223.5535842,297.8345878,305.3312599,230.4272155,4490.176471,4490.176471
545,"518,519,544,569",545,1.990787271,1.990787271,1,1,0,0,,,0,0,2.485359577,1,1,2,1,223.9507392,294.4425285,3,0.258027051,233.0734811,299.7335796,305.5451169,238.0352757,4511.931034,4511.931034
546,"520,547,570",546,0.041806282,0.041806282,1,0,0,0,,,0,0,1.756463615,1,1,2,8,32.90896922,194.2165328,3,0.376164693,39.41850736,200.8863788,210.1078512,33.55167327,0.0001,0.0001
547,"520,521,546,548,570,571",547,0.001,0.001,1,0,0,0,,,0,0,3.615602725,1,1,2,8,33.22757697,193.1698459,3,0.289493986,41.48493976,202.7302544,208.3374028,35.51716201,0.0001,0.0001
548,"521,522,547,549,571,572",548,0.095492728,0.095492728,1,0,0,0,,,0,0,13.26365182,1,1,2,8,-15.4108099,139.5197457,3,0.180203404,-7.589022758,152.0681058,143.028621,-12.1411379,0.0001,0.0001
549,"522,523,548,550,572,573",549,0.079432927,0.079432927,1,0,0,0,,,0,0,16.31156436,1,1,2,8,-145.934906,-2.731593046,3,0.127770649,-138.6822289,14.2583668,-3.239618479,-151.3805355,0.0001,0.0001
550,"523,524,549,551,573,574",550,0.044978362,0.044978362,1,0,0,0,,,0,0,7.318386615,1,1,2,8,-141.2846386,1.761713526,3,0.135120901,-132.9355756,22.8647925,-0.820816578,-145.4632999,0.0001,0.0001
551,"524,525,550,552,574,575",551,0.056634826,0.056634826,1,0,0,0,,,0,0,11.492688,1,1,2,8,-129.3130859,13.80538822,3,0.107652287,-121.728581,37.79501339,15.27505359,-132.6943575,0.0001,0.0001
552,"525,526,551,553,575,576",552,0.063632453,0.063632453,1,0,0,0,,,0,0,8.770603579,1,1,2,8,-86.49531457,53.73075641,3,0.153414111,-86.24648594,76.76171352,65.18706826,-87.93211515,0.0001,0.0001
553,"526,527,552,554,576,577",553,0.101879847,0.101879847,1,0,0,0,,,0,0,11.70455333,1,1,2,8,-94.1067604,32.86797189,3,0.111775205,-93.45766399,55.57245649,46.58205487,-103.6718541,0.0001,0.0001
554,"527,528,553,555,577,578",554,0.099186955,0.099186955,1,1,0,0,,,0,0,14.9385035,1,1,2,8,-94.63052207,18.57011378,3,0.100922039,-94.5041834,36.44243641,25.16369482,-110.4140964,0.0001,0.0001
555,"528,529,554,556,578,579",555,0.813572972,0.813572972,1,1,0,0,,,0,0,37.24067068,1,1,2,8,-24.62014735,77.78999327,3,0.078040777,-24.77208835,89.57312584,82.31027437,-29.5778648,389.4365079,389.4365079
556,"529,530,555,557,579,580",556,3.613360479,3.613360479,1,1,0,0,,,0,0,38.78460943,1,1,2,8,72.06174709,176.0791498,2,0.092343805,81.84906292,184.7981928,194.0182798,85.99537491,2035.055556,2035.055556
557,"530,531,556,558,580,581",557,29.09388155,29.09388155,1,1,0,0,,,0,0,8.107545184,1,1,2,8,164.1648259,281.6417343,2,0.341137556,178.6285141,290.5327979,295.9762114,173.2183401,3360.68254,3360.68254
558,"531,532,557,559,581,582",558,70.17229039,70.17229039,1,1,0,0,,,0,1,1.470165635,1,1,2,6,180.0041834,300.2314253,2,0.467305442,198.4986613,307.5573963,313.6411907,187.3845715,2633.904762,2633.904762
559,"532,533,558,560,582,583",559,50.92352186,50.92352186,1,1,0,0,,,0,1,1.401429081,1,1,1,6,181.7433066,302.2595384,2,0.463654811,200.9506359,307.9089692,320.2683196,195.554853,2390.18254,2390.18254
560,"533,534,559,561,583,584",560,31.96563866,31.96563866,1,1,0,0,,,0,1,3.822954539,1,1,1,6,175.4680387,302.3828654,1,0.295819777,192.3296519,298.08417,320.0972823,195.4627844,2634.198413,2634.198413
561,"534,535,560,562,584,585",561,5.583726663,5.583726663,1,1,0,0,,,0,0,6.537238549,1,1,1,6,164.4698795,298.2243972,1,0.240162215,180.4283802,283.3726573,302.4760977,186.5153147,4072.230159,4072.230159
562,"535,536,561,563,585,586",562,7.394581866,7.394581866,1,1,0,0,,,0,0,5.257729168,1,1,1,6,180.039826,301.6266725,1,0.251474455,196.102577,292.4037818,311.2550939,196.4565061,3947.365079,3947.365079
563,"536,537,562,564,586,587",563,9.087431107,9.087431107,1,1,0,0,,,0,1,2.279788133,1,1,1,6,200.8555893,306.5374831,1,0.401357314,214.6410643,311.1137885,328.1033134,209.613715,3146.690476,3146.690476
564,"537,538,563,565,587,588",564,8.53165874,8.53165874,1,1,0,0,,,0,0,4.655947543,1,1,1,6,192.4513049,297.8975905,1,0.320652613,205.4265395,303.2145248,318.9447925,203.7902275,3739.515873,3739.515873
565,"538,539,564,566,588,589",565,17.53379969,17.53379969,1,1,0,0,,,0,0,3.842030831,1,1,1,6,184.0123829,294.828145,1,0.263764843,189.1641566,295.1765395,310.5393041,195.7525904,4027.333333,4027.333333
566,"539,540,565,567,589,590",566,14.32682107,14.32682107,1,1,0,0,,,0,0,7.811321144,1,1,1,6,180.872657,294.7411307,1,0.229328651,179.1661647,287.5922021,298.6537753,193.4505355,4589.126984,4589.126984
567,"540,541,566,568,590,591",567,14.94784762,14.94784762,1,1,0,0,,,0,0,14.04871937,1,1,1,1,199.5643477,290.4736224,1,0.177196442,198.8012433,287.2693212,299.2534568,207.6592291,4143.547619,4143.547619
568,"541,542,567,591",568,26.14027663,26.14027663,1,1,0,0,,,0,1,1.407571803,1,1,1,1,229.5349203,308.318254,1,0.428431212,230.5623016,309.877381,319.9099031,237.3028349,3159.903226,3159.903226
569,"544,545",569,0.782004881,0.782004881,1,1,0,0,,,0,0,1.896296483,1,1,2,1,227.7777761,298.7638855,3,0.280506084,236.0694444,303.0972222,309.5953226,242.3874799,4535.666667,4535.666667
570,"546,547,571,592",570,0.001,0.001,1,0,0,0,,,0,0,2.453307815,1,1,2,8,24.92966666,193.0199998,3,0.334606579,31.88,201.6443333,205.5386201,28.09404671,0.0001,0.0001
571,"547,548,570,572,592,593",571,0.086292033,0.086292033,1,0,0,0,,,0,0,2.18789327,1,1,2,8,16.4985,182.9608332,3,0.30464404,24.2585,194.6205,193.6775397,21.35659327,0.0001,0.0001
572,"548,549,571,573,593,594",572,0.119376884,0.119376884,1,0,0,0,,,0,0,16.44831945,1,1,2,8,-128.8851666,18.82683335,3,0.156522992,-121.8176667,34.09016667,20.36547997,-131.7254599,0.0001,0.0001
573,"549,550,572,574,594,595",573,0.068421859,0.068421859,1,0,0,0,,,0,0,4.557747036,1,1,2,8,-137.3665,6.50866668,3,0.182299602,-130.3318333,26.58183333,9.665020019,-141.3908799,0.0001,0.0001
574,"550,551,573,575,595,596",574,0.068907239,0.068907239,1,0,0,0,,,0,0,6.862125093,1,1,2,8,-131.7934999,10.90449998,3,0.149443708,-125.5381667,33.85066667,15.64341329,-135.0800201,0.0001,0.0001
575,"551,552,574,576,596,597",575,0.06471685,0.06471685,1,0,0,0,,,0,0,7.472287297,1,1,2,8,-107.3761667,33.86900003,3,0.135447292,-106.379,56.43433333,43.89602674,-111.7745533,0.0001,0.0001
576,"552,553,575,577,597,598",576,0.066588617,0.066588617,1,0,0,0,,,0,0,11.86125536,1,1,2,8,-92.14333327,40.95300003,3,0.115471674,-94.978,63.68033333,53.23755334,-96.69969992,0.0001,0.0001
577,"553,554,576,578,598,599",577,0.071733885,0.071733885,1,0,0,0,,,0,0,12.64289785,1,1,2,8,-94.65766672,27.7233333,3,0.109073728,-96.31833333,49.2725,37.89788665,-101.9741067,0.0001,0.0001
578,"554,555,577,579,599,600",578,0.127281811,0.127281811,1,0,0,0,,,0,0,10.97154145,1,1,2,8,-69.81883337,42.65666672,3,0.192427633,-71.92633333,59.2715,62.05719996,-82.47782675,0.0001,0.0001
579,"555,556,578,580,600,601",579,0.2757383,0.2757383,1,1,0,0,,,0,0,33.82293174,1,1,2,8,-62.84950011,40.10183336,3,0.082331651,-62.313,52.167,57.48569337,-64.21154002,44.41935484,44.41935484
580,"556,557,579,581,601,602",580,6.242431242,6.242431242,1,1,0,0,,,0,0,36.25198875,1,1,2,8,91.72933344,194.0753334,2,0.100485143,98.797,204.6076667,211.5437333,101.4196734,2809.725806,2809.725806
581,"557,558,580,582,602,603",581,39.99084182,39.99084182,1,1,0,0,,,0,1,1.518001294,1,1,2,8,178.5910003,293.6040002,2,0.464534037,194.1878333,303.8873333,309.2926195,184.8159262,3192.41129,3192.41129
582,"558,559,581,583,603,604",582,67.20538957,67.20538957,1,1,0,0,,,0,1,1.284028372,1,1,2,6,184.0108331,301.8796667,2,0.475032966,205.0931667,311.6803333,316.0499529,192.7502669,2672.225806,2672.225806
583,"559,560,582,584,604,605",583,57.81267623,57.81267623,1,1,0,0,,,0,1,2.103530295,1,1,1,6,184.0484999,301.7808331,2,0.411533492,204.3813333,307.462,320.9213595,200.1328934,2589.395161,2589.395161
584,"560,561,583,585,605,606",584,35.45806566,35.45806566,1,1,0,0,,,0,1,4.624367521,1,1,1,6,173.2011667,305.472667,1,0.253379204,190.7286667,295.861,312.9862199,194.5329266,3454.040323,3454.040323
585,"561,562,584,586,606,607",585,5.053514549,5.053514549,1,1,0,0,,,0,0,5.767086555,1,1,1,6,161.4499999,292.5221668,1,0.222092652,178.7745,279.6386667,296.8779801,181.8516399,4473.766129,4473.766129
586,"562,563,585,587,607,608",586,6.16337369,6.16337369,1,1,0,0,,,0,1,5.299746728,1,1,1,6,191.5428334,307.9364992,1,0.272630962,207.5391667,304.9278333,318.2590668,205.4386729,3753.354839,3753.354839
587,"563,564,586,588,608,609",587,16.93259378,16.93259378,1,1,0,0,,,0,1,3.659481231,1,1,1,6,201.5180001,309.5566669,1,0.328502935,216.0925,311.4296667,327.9254735,211.7913868,3519.443548,3519.443548
588,"564,565,587,589,609,610",588,28.07427178,28.07427178,1,1,0,0,,,0,0,6.330201543,1,1,1,6,198.9141664,309.1308342,1,0.272492836,210.4583333,303.5598333,320.6435333,210.7966267,3836.508065,3836.508065
589,"565,566,588,590,610,611",589,20.51308274,20.51308274,1,1,0,0,,,0,0,14.87047692,1,1,1,5,183.9436668,292.7933339,1,0.182276401,187.0625,281.2563333,293.4236865,195.52776,4561.596774,4561.596774
590,"566,567,589,591,611",590,16.42192514,16.42192514,1,1,0,0,,,0,0,9.650475846,1,1,1,5,208.1528355,298.5573998,1,0.248655089,206.8545989,288.9974066,304.0831798,215.4433784,3895.735537,3895.735537
591,"567,568,590",591,14.6624681,14.6624681,1,1,0,0,,,0,0,4.695066891,1,1,1,1,232.4482327,308.3648987,1,0.323436329,231.7537879,301.9292929,319.7816827,236.8324797,2876.208333,2876.208333
592,"570,571,593,612",592,0.165792213,0.165792213,1,0,0,0,,,0,0,1.812112293,1,1,2,8,14.6272636,185.390845,3,0.357354897,21.72082495,196.1765594,195.5723743,21.5263046,0.0001,0.0001
593,"571,572,592,594,612,613",593,0.070342463,0.070342463,1,0,0,0,,,0,0,18.99861767,1,1,2,8,-91.61535876,63.26106645,3,0.136248013,-84.69265594,77.29258887,66.05708253,-88.39624412,0.0001,0.0001
594,"572,573,593,595,613,614",594,0.127790236,0.127790236,1,0,0,0,,,0,0,4.312440761,1,1,2,8,-140.6616367,5.265593546,3,0.179465369,-133.6418511,24.30751174,12.93551984,-146.3532462,0.0001,0.0001
595,"573,574,594,596,614,615",595,0.039805627,0.039805627,1,0,0,0,,,0,0,5.871946958,1,1,2,8,-134.9946343,7.533199184,3,0.173830368,-129.6618042,30.17806841,11.77657949,-138.2974514,0.0001,0.0001
596,"574,575,595,597,615,616",596,0.067010446,0.067010446,1,0,0,0,,,0,0,7.032740286,1,1,2,8,-116.2528503,25.16800803,3,0.125287703,-116.7282025,48.04979879,34.08428571,-118.7489001,0.0001,0.0001
597,"575,576,596,598,616,617",597,0.09484566,0.09484566,1,0,0,0,,,0,0,6.028527331,1,1,2,8,-91.3316565,46.95942322,3,0.129670288,-95.66498994,68.34607646,61.51832331,-95.69815558,0.0001,0.0001
598,"576,577,597,599,617,618",598,0.071332951,0.071332951,1,0,0,0,,,0,0,11.84604637,1,1,2,8,-82.09305827,48.28755866,3,0.133345152,-88.56086519,69.62424547,64.06505036,-84.74056341,0.0001,0.0001
599,"577,578,598,600,618,619",599,0.082256281,0.082256281,1,0,0,0,,,0,0,14.66230496,1,1,2,8,-94.01643187,28.52364181,3,0.097910237,-99.10613682,49.87323944,39.74200533,-97.70062371,0.0001,0.0001
600,"578,579,599,601,619,620",600,0.131928785,0.131928785,1,1,0,0,,,0,0,14.15644345,1,1,2,8,-72.29258876,44.28001333,3,0.141799077,-73.03940309,61.7119383,70.11935615,-75.3674514,0.0001,0.0001
601,"579,580,600,602,620,621",601,2.213022573,2.213022573,1,1,0,0,,,0,0,36.96062129,1,1,2,8,-31.99178403,75.56505691,3,0.069031597,-28.71629779,85.518444,87.60420522,-29.34633132,494.504,494.504
602,"580,581,601,603,621,622",602,23.9276994,23.9276994,1,1,0,0,,,0,1,17.77564,1,1,2,8,159.8779342,272.0199534,2,0.221511062,172.9210262,279.1118377,282.4115761,167.7085247,3988.32,3988.32
603,"581,582,602,604,622,623",603,70.97410532,70.97410532,1,1,0,0,,,0,1,1.22461981,1,1,2,6,181.4543929,296.5300136,2,0.476004122,201.426224,307.5199531,310.4449221,188.091569,3030.936,3030.936
604,"582,583,603,605,623,624",604,84.55450057,84.55450057,1,1,0,0,,,0,1,1.406250626,1,1,1,6,189.5023472,299.4220324,2,0.484562414,211.6224011,312.5187793,318.2830855,197.1013345,2740.624,2740.624
605,"583,584,604,606,624,625",605,66.35403849,66.35403849,1,1,0,0,,,0,1,3.279747509,1,1,1,6,185.6877934,305.6916498,2,0.361571183,205.4000671,307.1148558,318.5743658,200.4667271,2994.632,2994.632
606,"584,585,605,607,625,626",606,13.49938815,13.49938815,1,1,0,0,,,0,0,6.20889752,1,1,1,6,163.5734409,298.4981552,1,0.219784066,180.3794433,288.426224,299.3192556,185.5845675,4354.296,4354.296
607,"585,586,606,608,626,627",607,9.912616433,9.912616433,1,1,0,0,,,0,0,5.881851132,1,1,1,6,169.4282364,299.3474181,1,0.225976985,186.8827968,288.804829,303.1207043,189.9156472,4385.848,4385.848
608,"586,587,607,609,627,628",608,18.86349063,18.86349063,1,1,0,0,,,0,1,4.613761101,1,1,1,6,191.1616365,316.3779337,1,0.248667448,208.0119048,307.0653924,321.3388933,208.4643259,3848.464,3848.464
609,"587,588,608,610,628,629",609,29.4481476,29.4481476,1,1,0,0,,,0,1,7.528446264,1,1,1,5,193.9654593,311.8923538,1,0.231543303,210.0065392,300.2707914,316.2992891,208.6915092,4115.344,4115.344
610,"588,589,609,611,629,630",610,17.22519113,17.22519113,1,1,0,0,,,0,0,14.84950003,1,1,1,5,188.15778,294.0036894,1,0.16140018,197.6445339,279.5699195,292.3450435,200.1947149,4808.808,4808.808
611,"589,590,610,630",611,18.4406434,18.4406434,1,1,0,0,,,0,0,10.13489204,1,1,1,5,212.477098,298.9374523,1,0.257242341,211.9622787,291.6710931,303.9710218,220.4664891,4178.078947,4178.078947
612,"592,593,613,631",612,0.103540485,0.103540485,1,0,0,0,,,0,0,14.25343183,1,1,2,8,-63.6438333,94.30716668,3,0.121462394,-57.8325,107.0495,98.38125333,-57.17508667,0.0001,0.0001
613,"593,594,612,614,631,632",613,0.149644569,0.149644569,1,0,0,0,,,0,0,7.256818349,1,1,2,8,-142.2888335,4.369499992,3,0.169135013,-136.2566667,21.68733333,12.30419336,-145.3554934,0.0001,0.0001
614,"594,595,613,615,632,633",614,0.049454523,0.049454523,1,0,0,0,,,0,0,3.613894923,1,1,2,8,-136.3860001,7.398333341,3,0.221696124,-129.4343333,29.74333333,12.21748667,-138.65354,0.0001,0.0001
615,"595,596,614,616,633,634",615,0.066991711,0.066991711,1,0,0,0,,,0,0,5.147060905,1,1,2,8,-129.2253334,11.22550001,3,0.139692705,-128.015,35.1245,19.32270671,-131.4116133,0.0001,0.0001
616,"596,597,615,617,634,635",616,0.075172378,0.075172378,1,0,0,0,,,0,0,7.466228401,1,1,2,8,-115.0705001,24.27466667,3,0.105026675,-119.6273333,46.167,31.82639999,-117.2507866,0.0001,0.0001
617,"597,598,616,618,635,636",617,0.086132069,0.086132069,1,0,0,0,,,0,0,8.001587614,1,1,2,8,-91.53299992,44.12216666,3,0.12280204,-98.75783333,65.41783333,58.01778668,-92.44218674,0.0001,0.0001
618,"598,599,617,619,636,637",618,0.106551365,0.106551365,1,0,0,0,,,0,0,12.12927741,1,1,2,8,-85.95066673,44.1658333,3,0.118707075,-93.2135,66.71416667,61.19079994,-85.06466684,0.0001,0.0001
619,"599,600,618,620,637,638",619,0.076429833,0.076429833,1,0,0,0,,,0,0,16.29267683,1,1,2,8,-103.403,23.9498333,3,0.094249791,-105.2115,46.28766667,35.58471334,-103.8995267,0.0001,0.0001
620,"600,601,619,621,638,639",620,0.142959128,0.142959128,1,1,0,0,,,0,0,18.28877811,1,1,2,8,-76.13716671,48.90283335,3,0.108645618,-73.34366667,63.20266667,72.75478003,-71.51760001,0.0001,0.0001
621,"601,602,620,622,639,640",621,7.437895029,7.437895029,1,1,0,0,,,0,1,39.4657584,1,1,2,8,46.35666664,161.4801666,3,0.073578662,56.62766667,167.6955,162.3454666,52.93918007,1856.653226,1856.653226
622,"602,603,621,623,640,641",622,28.3725725,28.3725725,1,1,0,0,,,0,0,10.35326107,1,1,2,8,157.0999997,279.0849996,2,0.326122566,177.3066667,286.1981667,286.8391797,171.72676,3672.403226,3672.403226
623,"603,604,622,624,641,642",623,90.03593029,90.03593029,1,1,0,0,,,0,1,1.155784186,1,1,2,6,183.8665001,292.9583331,2,0.465689133,205.101,307.5863333,308.5862861,189.6383133,3146.572581,3146.572581
624,"604,605,623,625,642,643",624,89.74113006,89.74113006,1,1,0,0,,,0,1,1.367941895,1,1,2,6,195.0254997,300.8868338,2,0.47750433,216.4916667,313.483,319.2756459,198.1131193,2929.766129,2929.766129
625,"605,606,624,626,643,644",625,32.77769869,32.77769869,1,1,0,0,,,0,0,3.707106799,1,1,2,6,179.1408331,297.7734999,2,0.288220939,196.8468333,300.9003333,308.47984,191.6274535,3851.185484,3851.185484
626,"606,607,625,627,644,645",626,23.19533824,23.19533824,1,1,0,0,,,0,0,4.099349218,1,1,2,6,165.3008333,293.0361669,3,0.220965316,182.8563333,286.4155,296.7101532,184.28236,4803.193548,4803.193548
627,"607,608,626,628,645,646",627,16.19744575,16.19744575,1,1,0,0,,,0,1,7.933255024,1,1,2,5,183.5381666,307.5198329,3,0.216487641,200.0908333,300.3148333,309.1475401,201.0323333,4397.629032,4397.629032
628,"608,609,627,629,646,647",628,20.47142948,20.47142948,1,1,0,0,,,0,1,6.867502568,1,1,2,5,195.2068337,310.4233326,3,0.215575692,210.1603333,305.296,317.1028934,210.4717001,4333.548387,4333.548387
629,"609,610,628,630,647,648",629,23.20936212,23.20936212,1,1,0,0,,,0,1,9.291412038,1,1,1,5,204.6791665,305.4248331,1,0.196727845,215.8018333,298.2468333,309.7004266,215.7616599,4315.983871,4315.983871
630,"610,611,629,648",630,20.25851105,20.25851105,1,1,0,0,,,0,0,4.7054192,1,1,1,5,217.6433727,301.0144348,1,0.261332142,221.734252,293.9996719,309.2918691,226.8641949,4193,4193
631,"612,613,632,649,650",631,0.12913851,0.12913851,1,0,0,0,,,0,0,9.859065025,1,1,2,8,-147.4479583,-3.133199464,3,0.174002362,-143.727075,11.79635207,-0.263065573,-150.7469344,0.0001,0.0001
632,"613,614,631,633,650,651",632,0.092249156,0.092249156,1,0,0,0,,,0,0,5.132620726,1,1,2,8,-147.1502675,-4.079986612,3,0.187737847,-140.7791165,16.76974565,-2.05936408,-148.3735075,0.0001,0.0001
633,"614,615,632,634,651,652",633,0.064693984,0.064693984,1,0,0,0,,,0,0,7.356815262,1,1,2,8,-143.0988956,-3.361278436,3,0.14935382,-137.7945114,21.40930388,-3.631894209,-143.1210375,0.0001,0.0001
634,"615,616,633,635,652,653",634,0.066393948,0.066393948,1,0,0,0,,,0,0,4.885557797,1,1,2,8,-120.5649263,18.51790495,3,0.130449824,-123.2735944,42.12031459,26.87919682,-119.8444712,0.0001,0.0001
635,"616,617,634,636,653,654",635,0.085354559,0.085354559,1,0,0,0,,,0,0,6.992564707,1,1,2,8,-107.2116802,30.52459848,3,0.105704677,-114.2242303,52.1184739,41.07598394,-106.1177243,0.0001,0.0001
636,"617,618,635,637,654,655",636,0.125021068,0.125021068,1,0,0,0,,,0,0,9.779102577,1,1,2,8,-93.54668673,40.81743645,3,0.136642423,-101.3040495,63.5915328,52.73795852,-91.13486606,0.0001,0.0001
637,"618,619,636,638,655,656",637,0.13293917,0.13293917,1,0,0,0,,,0,0,9.362702434,1,1,2,8,-79.56442437,54.54484602,3,0.134376559,-82.88872155,78.79651941,68.72473232,-71.61789828,0.0001,0.0001
638,"619,620,637,639,656,657",638,0.110443444,0.110443444,1,0,0,0,,,0,0,16.68428929,1,1,2,8,-99.64993304,36.7248996,3,0.102085752,-97.06793842,57.22289157,47.19620486,-95.31840019,0.0001,0.0001
639,"620,621,638,640,657,658",639,0.151234085,0.151234085,1,1,0,0,,,0,0,20.96957804,1,1,2,8,-85.0018408,50.83634538,3,0.089568093,-79.67653949,62.2978581,60.96255016,-75.3568876,0.0001,0.0001
640,"621,622,639,641,658,659",640,10.98548515,10.98548515,1,1,0,0,,,0,0,33.71871652,1,1,2,8,67.67737648,187.2511713,3,0.094061673,83.55672691,191.5804886,190.0154017,81.63973894,2686.624,2686.624
641,"622,623,640,642,659,660",641,48.39957229,48.39957229,1,1,0,0,,,0,0,3.567858434,1,1,2,8,172.9390896,287.8177712,2,0.416641709,192.2098394,299.1147925,294.7595377,179.6390565,3551.584,3551.584
642,"623,624,641,643,660,661",642,85.85437459,85.85437459,1,1,0,0,,,0,1,1.379563375,1,1,2,6,190.2377846,295.6787149,2,0.477105229,210.893407,311.5893574,310.3795041,192.9399865,3139.568,3139.568
643,"624,625,642,644,661,662",643,50.50584249,50.50584249,1,1,0,0,,,0,0,3.321950206,1,1,2,6,190.1656629,296.9631857,2,0.343726949,209.4772423,311.4305556,313.7717874,196.9971286,3246.768,3246.768
644,"625,626,643,645,662,663",644,27.44845556,27.44845556,1,1,0,0,,,0,0,4.504028624,1,1,2,6,184.1755355,295.1020749,2,0.223604328,201.4687082,302.9414324,306.9408498,195.210703,4599.456,4599.456
645,"626,627,644,646,663,664",645,25.41760631,25.41760631,1,1,0,0,,,0,0,6.054309741,1,1,2,5,187.9076307,305.9412651,3,0.235902303,204.5087015,304.7443106,310.4307495,200.837597,4441.304,4441.304
646,"627,628,645,647,664,665",646,14.56976771,14.56976771,1,1,0,0,,,0,0,5.870901312,1,1,2,5,185.1201476,286.6305226,3,0.200305903,197.5299531,291.7642236,301.5769009,195.6020548,4687.968,4687.968
647,"628,629,646,648,665,666",647,28.22722991,28.22722991,1,1,0,0,,,0,1,3.75772918,1,1,2,5,209.2043176,304.3786814,3,0.29142243,217.8084003,309.5235944,315.8635876,218.1673697,4137.352,4137.352
648,"629,630,647,666",648,19.29752436,19.29752436,1,1,0,0,,,0,0,1.288921757,1,1,1,5,223.3704096,300.3792377,1,0.384226566,227.5501412,302.1536017,308.5451747,229.0716813,3831.044118,3831.044118
649,"631,650,667",649,0.117525047,0.117525047,1,0,0,0,,,0,0,16.14991753,1,1,2,8,-126.4485002,20.51149994,3,0.135254404,-122.5945,32.82183333,22.34342002,-125.97256,0.0001,0.0001
650,"631,632,649,651,667,668",650,0.121552177,0.121552177,1,0,0,0,,,0,0,7.307900201,1,1,2,8,-148.8003337,-6.040499995,3,0.181737264,-145.3735,11.352,-4.680086652,-149.8325265,0.0001,0.0001
