cell_number,neighbours,nation,productivity,national_productivity,border_cell,India,SEA,cell_into_conflict,nation_in_conflict,prod_faced,already_conflict,river,ruggedness,uniform_productivity,uniform_national_productivity,religion,language_group,temp_min,temp_max,religion_1450,ruggedness_vrm,hemid_temp_min,hemid_temp_max,wc_temp_max,wc_temp_min,productivity_gaezv4,national_productivity_gaezv4
0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"2,13,14",1,0.83719986,0.83719986,1,0,0,0,,,0,0,7.174377364,1,1,3,7,78.85228026,238.9830648,2,0.20481415,87.7573776,251.5171026,237.8118041,85.95446017,488.296,488.296
2,"1,3,14,15",2,1.381735895,1.381735895,1,0,0,0,,,0,0,6.856990286,1,1,3,7,60.65878612,224.2002011,2,0.17853876,67.73021462,235.3122066,225.9852247,67.60781355,243.976,243.976
3,"2,4,15,16",3,1.184410383,1.184410383,1,0,0,0,,,0,0,5.644143666,1,1,3,7,84.77984559,246.1109997,2,0.176599487,91.39637827,256.2910798,256.535607,108.8524212,205.424,205.424
4,"3,5,16,17",4,0.205892964,0.205892964,1,0,0,0,,,0,0,6.397423736,1,1,3,7,111.8405433,269.1765596,2,0.215389203,118.9290744,278.3906774,285.5031924,133.5749968,60.28,60.28
5,"4,6,17,18",5,0.116970777,0.116970777,1,0,0,0,,,0,0,5.829131942,1,1,3,7,125.9416497,280.487927,2,0.170977987,133.2701207,288.9458417,288.043635,140.8299798,0.0001,0.0001
6,"5,7,18,19",6,0.414612367,0.414612367,1,0,0,0,,,0,0,4.181895945,1,1,3,7,147.8068408,297.2266928,2,0.234735098,154.4443327,304.9297451,300.3921463,156.6355601,61.68,61.68
7,"6,8,19,20",7,0.353769213,0.353769213,1,0,0,0,,,0,0,7.524338413,1,1,3,7,163.3861504,306.2946016,2,0.29056854,170.0110664,312.010228,302.6888531,175.0744265,136.36,136.36
8,"7,9,20,21",8,0.418407394,0.418407394,1,0,0,0,,,0,0,8.310987112,1,1,3,7,172.0617036,296.7902417,2,0.272074998,179.462609,299.0858484,304.5214353,186.1162174,161.432,161.432
9,"8,21,22",9,0.643487463,0.643487463,1,0,0,0,,,0,0,6.553311902,1,1,3,7,208.2109197,298.5009578,2,0.302823295,212.5214559,298.4549808,319.4379493,215.9504138,0.0001,0.0001
10,"11,23",10,0.889858623,0.889858623,1,0,0,0,,,0,0,0.986466152,1,1,3,7,81.24916827,222.4876912,2,0.506040023,87.74683965,245.339654,238.4649036,101.5571591,557.064,557.064
11,"10,12,23,24",11,1.963435108,1.963435108,1,0,0,0,,,0,0,6.754022606,1,1,3,7,68.65585502,216.0101463,2,0.208215032,75.00316035,238.4609115,234.3297007,87.50194951,662.528,662.528
12,"11,13,24,25",12,2.416531069,2.416531069,1,0,0,0,,,0,0,6.008105354,1,1,3,7,65.826181,218.1275782,2,0.215519564,74.4505988,235.7762808,222.3448235,73.898676,595.304,595.304
13,"1,12,14,25,26",13,1.462203396,1.462203396,1,0,0,0,,,0,0,3.325285848,1,1,3,7,94.00914818,252.3489685,2,0.256703648,103.7175649,266.3142049,251.4602662,103.5420825,684.304,684.304
14,"1,2,13,15,26,27",14,0.655254367,0.655254367,1,0,0,0,,,0,0,3.486960508,1,1,3,7,102.6729875,265.0853292,2,0.286525485,111.421823,276.8945442,264.7316568,113.6199334,571.64,571.64
15,"2,3,14,16,27,28",15,0.732641553,0.732641553,1,0,0,0,,,0,0,5.511813725,1,1,3,7,103.4908517,264.8381573,2,0.2123693,110.8208583,275.0818363,267.8442781,123.3115502,137.864,137.864
16,"3,4,15,17,28,29",16,0.822220186,0.822220186,1,0,0,0,,,0,0,3.674861396,1,1,3,7,120.399867,276.6716571,2,0.235980956,126.4514305,285.2671324,289.2915969,142.2137259,13.112,13.112
17,"4,5,16,18,29,30",17,0.297718734,0.297718734,1,0,0,0,,,0,0,5.482124901,1,1,3,7,113.3323354,273.7420158,2,0.242950128,118.7902528,280.7082502,283.6501263,128.4889954,0.0001,0.0001
18,"5,6,17,19,30,31",18,0.221824098,0.221824098,1,0,0,0,,,0,0,6.822255663,1,1,3,7,87.03692618,250.22505,2,0.201400363,92.90302728,257.078177,256.4443047,99.23233532,15.976,15.976
19,"6,7,18,20,31,32",19,0.444072368,0.444072368,1,0,0,0,,,0,0,6.814986464,1,1,3,7,114.5818363,272.7132404,2,0.239769928,120.5337658,279.1833001,274.8781369,126.2336128,323.128,323.128
20,"7,8,19,21,32,33",20,0.554360405,0.554360405,1,0,0,0,,,0,0,7.219937602,1,1,3,7,160.0345977,311.859115,2,0.264856329,166.1931138,315.5542249,313.879115,175.6592616,52.624,52.624
21,"8,9,20,22,33,34",21,0.280113554,0.280113554,1,0,0,0,,,0,0,10.99478501,1,1,3,7,177.395709,294.5059877,2,0.233835522,183.1357285,294.8328343,308.8821754,191.5101798,160.064,160.064
22,"9,21,34",22,0.767157048,0.767157048,1,0,0,0,,,0,0,5.609855195,1,1,3,7,211.0814307,294.575723,2,0.378102604,212.9474886,293.4379756,319.2162057,211.9769182,22.79032258,22.79032258
23,"10,11,24,35",23,0.367125491,0.367125491,1,0,0,0,,,0,0,2.05446585,1,1,3,7,75.79661304,218.1058014,2,0.410756767,82.35261569,243.4104628,249.3805836,103.1660297,592.5080645,592.5080645
24,"11,12,23,25,35,36",24,1.324515454,1.324515454,1,0,0,0,,,0,0,5.240394724,1,1,3,7,75.10295108,224.1939974,2,0.176189561,81.638833,247.0514755,240.0263782,89.36905434,690.1048387,690.1048387
25,"12,13,24,26,36,37",25,3.086438799,3.086438799,1,0,0,0,,,0,0,4.453922679,1,1,3,7,75.59942992,230.050134,2,0.232467517,83.4797116,246.3222669,232.4463379,81.70722331,630.0887097,630.0887097
26,"13,14,25,27,37,38",26,1.428539022,1.428539022,1,0,0,0,,,0,0,3.593551711,1,1,3,7,79.24765262,240.6629777,2,0.249231006,87.46948357,253.3192488,243.788625,89.37390339,585.4435484,585.4435484
27,"14,15,26,28,38,39",27,0.92018735,0.92018735,1,0,0,0,,,0,0,7.17349147,1,1,3,7,100.6128438,267.9636151,2,0.258960499,109.0536553,277.9007378,267.850845,117.6980549,191.3467742,191.3467742
28,"15,16,27,29,39,40",28,0.368813482,0.368813482,1,0,0,0,,,0,0,1.820979749,1,1,3,7,128.2246815,291.1004361,2,0.40580271,134.825285,299.5365526,292.1123741,142.1475519,0.0001,0.0001
29,"16,17,28,30,40,41",29,0.320182912,0.320182912,1,0,0,0,,,0,0,1.501889824,1,1,3,7,137.0774648,297.5246475,2,0.478186359,140.8993964,303.6220657,301.6145875,144.9105299,0.0001,0.0001
30,"17,18,29,31,41,42",30,0.142042185,0.142042185,1,1,0,0,,,0,0,3.796903993,1,1,3,7,138.2136154,302.0955738,2,0.318518955,141.6866197,307.0514755,305.1474314,146.2035546,0.0001,0.0001
31,"18,19,30,32,42,43",31,0.278365523,0.278365523,1,1,0,0,,,0,0,8.64077673,1,1,3,7,122.3952046,285.0452713,2,0.217796933,128.4719987,291.649061,286.6696243,134.0881824,125.2016129,125.2016129
32,"19,20,31,33,43,44",32,0.263149328,0.263149328,1,0,0,0,,,0,0,8.200809455,1,1,3,7,118.0591886,275.5642185,2,0.214499589,123.8504359,280.7545272,277.7158618,130.6601878,34.07258065,34.07258065
33,"20,21,32,34,44,45",33,0.216074027,0.216074027,1,0,0,0,,,0,0,9.963575939,1,1,3,7,146.5821595,289.5781363,2,0.236105253,152.3844735,291.1976861,296.010892,162.4028773,111.9516129,111.9516129
34,"21,22,33,45,46",34,0.390401112,0.390401112,1,1,0,0,,,0,0,5.288512784,1,1,3,7,203.2159623,310.4904424,2,0.380312205,206.1158618,309.20389,327.709659,207.3369403,8.911290323,8.911290323
35,"23,24,36,47,48",35,0.470000279,0.470000279,1,0,0,0,,,0,0,3.476448728,1,1,3,7,77.34733327,222.0080002,2,0.218321805,82.8155,247.9021667,238.6595197,92.56465329,755.816,755.816
36,"24,25,35,37,48,49",36,1.647033793,1.647033793,1,0,0,0,,,0,0,9.089332595,1,1,3,7,71.68400008,220.1598336,2,0.200857654,76.66933333,239.9203333,225.3070798,74.80161336,763.408,763.408
37,"25,26,36,38,49,50",37,2.526352911,2.526352911,1,0,0,0,,,0,0,9.864308599,1,1,3,7,45.12816664,198.9073331,2,0.175407389,49.63066667,213.1061667,201.3141533,50.67306667,587.864,587.864
38,"26,27,37,39,50,51",38,1.273547018,1.273547018,1,0,0,0,,,0,0,9.102901324,1,1,3,7,67.13833333,233.3458331,2,0.218091689,72.48033333,243.6345,236.4307935,80.49770003,313.488,313.488
39,"27,28,38,40,51,52",39,0.896269902,0.896269902,1,0,0,0,,,0,0,4.9791311,1,1,3,7,107.4103334,282.2955002,2,0.355653725,113.7773333,290.1926667,282.2951198,121.0196933,28.136,28.136
40,"28,29,39,41,52,53",40,0.383090084,0.383090084,1,0,0,0,,,0,0,1.787083286,1,1,3,7,125.9953331,298.6739993,2,0.410832786,131.1728333,304.9746667,299.3974599,133.5055199,0.0001,0.0001
41,"29,30,40,42,53,54",41,0.284491164,0.284491164,1,0,0,0,,,0,0,2.490166313,1,1,3,7,139.1724998,307.7985002,2,0.334135356,142.5981667,312.2643333,308.0341066,144.2765068,0.0001,0.0001
42,"30,31,41,43,54,55",42,0.160989193,0.160989193,1,1,0,0,,,0,0,3.957425678,1,1,3,7,138.3556667,300.9251667,2,0.248358122,143.407,306.5033333,302.5418799,144.0127601,0.0001,0.0001
43,"31,32,42,44,55,56",43,0.362753315,0.362753315,1,1,0,0,,,0,0,5.236583738,1,1,3,7,154.139,314.3686666,2,0.323485353,160.8786667,320.6625,313.5624536,161.7193131,0.0001,0.0001
44,"32,33,43,45,56,57",44,0.306377119,0.306377119,1,1,0,0,,,0,0,7.894698247,1,1,3,7,133.5268336,288.6316664,2,0.237195515,139.6168333,291.9008333,292.7909534,148.3003067,0.0001,0.0001
45,"33,34,44,46,57,58",45,0.360635195,0.360635195,1,1,0,0,,,0,0,9.741219074,1,1,3,7,178.9666665,319.8864998,2,0.2584196,183.4738333,318.8885,326.8741,190.1302067,0.0001,0.0001
46,"34,45,58",46,0.329167463,0.329167463,1,1,0,0,,,0,0,5.662858844,1,1,3,7,201.2857573,313.3115152,2,0.37534245,202.2924242,311.2793939,328.7393237,202.8933426,0.0001,0.0001
47,"35,48,59,60",47,0.373100026,0.373100026,1,0,0,0,,,0,0,3.309808203,1,1,3,7,70.18022096,211.6330322,2,0.214930038,76.76823963,236.8580991,229.7325972,81.84082993,627.376,627.376
48,"35,36,47,49,60,61",48,1.536775926,1.536775926,1,0,0,0,,,0,0,12.75405128,1,1,3,7,72.72925038,215.5102075,2,0.223420883,76.22657296,237.9156627,224.3240026,79.68631859,836.72,836.72
49,"36,37,48,50,61,62",49,1.884495385,1.884495385,1,0,0,0,,,0,0,15.17814442,1,1,3,7,25.05455156,168.9201807,2,0.166057188,26.5957162,185.061245,171.1884069,23.46163993,750.8,750.8
50,"37,38,49,51,62,63",50,0.806352753,0.806352753,1,0,0,0,,,0,0,21.80070882,1,1,3,7,-5.249665341,152.5754688,2,0.154103572,-5.301037483,164.6337015,153.6624765,2.974899564,519.28,519.28
51,"38,39,50,52,63,64",51,0.776074053,0.776074053,1,0,0,0,,,0,0,13.71215497,1,1,3,7,64.26104418,235.3227913,2,0.180037571,66.98393574,243.9859438,237.2483332,78.71065595,100.696,100.696
52,"39,40,51,53,64,65",52,0.614334163,0.614334163,1,0,0,0,,,0,0,2.121553839,1,1,3,7,109.6417336,285.6506028,2,0.401948708,114.9518072,292.0995649,287.6537819,115.3774431,187.84,187.84
53,"40,41,52,54,65,66",53,0.642909598,0.642909598,1,0,0,0,,,0,0,1.728457608,1,1,3,7,123.069277,298.1641574,2,0.387929711,128.9223561,303.1957831,296.003835,128.3485342,54.456,54.456
54,"41,42,53,55,66,67",54,0.278124444,0.278124444,1,1,0,0,,,0,0,4.72980516,1,1,3,7,119.2203815,289.2876508,2,0.272494279,124.66834,294.5450134,290.0441165,125.5889157,0.0001,0.0001
55,"42,43,54,56,67,68",55,0.225939366,0.225939366,1,1,0,0,,,0,0,2.061467685,1,1,3,7,152.9832666,317.6815592,2,0.393908249,159.9231928,323.9558233,319.8366668,162.5673025,0.0001,0.0001
56,"43,44,55,57,68,69",56,0.314018071,0.314018071,1,1,0,0,,,0,0,3.292726245,1,1,3,7,156.2909972,319.5840029,2,0.356096513,163.5430054,324.5781459,319.8022555,166.1777176,0.0001,0.0001
57,"44,45,56,58,69,70",57,0.334867449,0.334867449,1,1,0,0,,,0,0,6.6438527,1,1,3,7,147.1377175,302.1321957,2,0.275530447,152.9149933,301.7975234,310.677443,160.439016,0.0001,0.0001
58,"45,46,57,70,71",58,0.348293496,0.348293496,1,1,0,0,,,0,0,7.176396154,1,1,3,7,186.5964286,320.1692179,2,0.286392831,188.7938776,317.5777211,335.2936335,192.1533946,0.0001,0.0001
59,"47,60,73,74",59,0.209853965,0.209853965,1,0,0,0,,,0,0,2.233074836,1,1,3,7,79.60771527,219.1185705,2,0.363798053,88.91115564,243.3361723,242.3405878,91.02229782,642.5322581,642.5322581
60,"47,48,59,61,74,75",60,1.821524429,1.821524429,1,0,0,0,,,0,0,9.212772276,1,1,3,7,64.77004012,203.2872415,2,0.240602581,69.56763527,228.244322,222.7258716,73.60835006,835.8951613,835.8951613
61,"48,49,60,62,75,76",61,2.01432839,2.01432839,1,0,0,0,,,0,0,18.59627676,1,1,3,7,7.773547061,154.3914495,2,0.156453779,7.861723447,174.1935538,153.0726788,10.78903136,741.1209677,741.1209677
62,"49,50,61,63,76,77",62,1.165143907,1.165143907,1,0,0,0,,,0,0,20.03152229,1,1,3,7,-43.16148961,115.8391784,2,0.14940331,-46.32665331,131.4807949,113.968163,-33.73674681,556.8951613,556.8951613
63,"50,51,62,64,77,78",63,0.731242717,0.731242717,1,0,0,0,,,0,0,22.75113215,1,1,3,7,-15.12975953,151.3974616,2,0.146948778,-16.85521042,163.8174683,149.2911757,-3.207434933,275.8790323,275.8790323
64,"51,52,63,65,78,79",64,0.920890624,0.920890624,1,0,0,0,,,0,0,9.524723293,1,1,3,7,72.58667337,247.1379428,2,0.265688042,74.96292585,256.0759853,248.6948496,80.50851704,285.8548387,285.8548387
65,"52,53,64,66,79,80",65,0.661770307,0.661770307,1,0,0,0,,,0,0,1.866438587,1,1,3,7,114.1125586,292.1381094,2,0.430237884,120.000334,297.9180027,289.8070139,117.7101069,365.2016129,365.2016129
66,"53,54,65,67,80,81",66,0.585898083,0.585898083,1,0,0,0,,,0,0,2.210553089,1,1,3,7,120.6135605,298.5392452,2,0.371879492,127.0728123,303.6305945,296.0321308,125.8748096,131.9435484,131.9435484
67,"54,55,66,68,81,82",67,0.387479559,0.387479559,1,1,0,0,,,0,0,7.589028413,1,1,3,7,111.974282,287.4679355,2,0.244783611,118.9458918,292.8047762,286.4986574,130.8695724,0.0001,0.0001
68,"55,56,67,69,82,83",68,0.161930292,0.161930292,1,1,0,0,,,0,0,5.177480779,1,1,3,7,145.6379422,318.0871746,2,0.382107774,153.1519706,322.8891116,322.4106546,161.2486172,0.0001,0.0001
69,"56,57,68,70,83,84",69,0.319599164,0.319599164,1,1,0,0,,,0,0,5.678983492,1,1,3,7,132.1708416,294.4517365,2,0.269950604,138.6007014,295.504843,301.8956247,148.7578892,0.0001,0.0001
70,"57,58,69,71,84,85",70,0.328093228,0.328093228,1,1,0,0,,,0,0,9.261062861,1,1,3,7,149.4801272,295.5542747,2,0.262083554,153.0228791,292.0736473,313.579773,163.8471945,0.0001,0.0001
71,"58,70,85",71,0.558780699,0.558780699,1,1,0,0,,,0,0,7.104739375,1,1,3,7,186.8116983,309.7548078,2,0.351361138,187.9034455,307.8137019,331.3619877,190.7458368,0.0001,0.0001
72,"73,86,87",72,0.789674174,0.789674174,1,0,0,0,,,0,0,1.287220065,1,1,3,7,86.21603086,221.4472892,2,0.420695449,94.22289157,243.2444779,234.9291563,89.45101738,528.136,528.136
73,"59,72,74,87,88",73,0.394266577,0.394266577,1,0,0,0,,,0,0,1.326446724,1,1,3,7,91.91281788,226.4454485,2,0.459990949,100.3728246,249.2317604,242.8242505,97.08094363,587.424,587.424
74,"59,60,73,75,88,89",74,2.53826,2.53826,1,0,0,0,,,0,0,4.91763854,1,1,3,7,78.73443784,213.5115463,2,0.308566863,87.78296519,239.3594378,240.0650333,91.69965192,778.088,778.088
75,"60,61,74,76,89,90",75,2.890817384,2.890817384,1,0,0,0,,,0,0,17.25845568,1,1,3,7,13.54133195,162.766399,2,0.172335912,15.77342704,187.7093373,158.6718407,21.02503352,744.144,744.144
76,"61,62,75,77,90,91",76,1.324566019,1.324566019,1,0,0,0,,,0,0,16.45480528,1,1,3,7,-43.74414323,122.8609438,2,0.155819134,-48.99062918,143.3900602,109.9572892,-32.06552212,471.048,471.048
77,"62,63,76,78,91,92",77,1.123902742,1.123902742,1,0,0,0,,,0,0,17.85251711,1,1,3,7,-42.77576969,127.7292504,2,0.156168138,-46.14608434,145.3452142,121.1035676,-30.84479245,146.96,146.96
78,"63,64,77,79,92,93",78,2.046931931,2.046931931,1,0,0,0,,,0,0,15.97752412,1,1,3,7,44.43189434,218.8085678,2,0.176030648,43.25016734,232.6537818,211.1516531,51.18586346,439.312,439.312
79,"64,65,78,80,93,94",79,2.751632895,2.751632895,1,0,0,0,,,0,0,5.163489635,1,1,3,7,94.04451148,271.1835681,2,0.290869797,96.69360776,279.604083,267.5125636,96.64631198,471.248,471.248
80,"65,66,79,81,94,95",80,0.334023731,0.334023731,1,0,0,0,,,0,0,2.88599953,1,1,3,7,111.3155957,290.2990294,2,0.390087535,116.8873829,295.3865462,288.0909504,112.7600402,471.648,471.648
81,"66,67,80,82,95,96",81,1.014917729,1.014917729,1,1,0,0,,,0,0,4.293034266,1,1,3,7,131.3689762,313.5090361,2,0.397777738,138.1082664,317.3401941,304.6362249,138.5123961,125.168,125.168
82,"67,68,81,83,96,97",82,0.30428937,0.30428937,1,1,0,0,,,0,0,8.328831503,1,1,3,7,132.4444446,312.6529451,2,0.341064709,139.3293173,315.6156292,306.1127443,150.2189359,0.0001,0.0001
83,"68,69,82,84,97,98",83,0.248050303,0.248050303,1,1,0,0,,,0,0,6.964729896,1,1,3,7,124.8363454,296.4968206,2,0.297391529,130.3624498,297.0848394,300.5903212,141.2307161,0.0001,0.0001
84,"69,70,83,85,98,99",84,0.360298475,0.360298475,1,1,0,0,,,0,0,7.907785692,1,1,3,7,130.3385208,289.2371144,2,0.243284007,133.8000335,286.3681392,304.5163721,149.5258968,0.0001,0.0001
85,"70,71,84,99,100",85,0.21395389,0.21395389,1,1,0,0,,,0,0,10.46643404,1,1,3,7,172.7321815,309.6580274,2,0.264833525,174.2077034,307.4575234,331.0087335,184.5779434,0.0001,0.0001
86,"72,87,101",86,1.553053508,1.553053508,1,0,0,0,,,0,0,1.833139446,1,1,3,7,84.0643332,216.4053333,2,0.36222453,91.22233333,240.6393333,226.5869798,86.95151339,846.5403226,846.5403226
87,"72,73,86,88,101,102",87,0.83893127,0.83893127,1,0,0,0,,,0,0,4.525924062,1,1,3,7,86.06083335,217.6996665,2,0.2658434,93.71466667,240.4006667,233.3186531,92.8720534,788.5887097,788.5887097
88,"73,74,87,89,102,103",88,2.375203403,2.375203403,1,0,0,0,,,0,0,1.41409398,1,1,3,7,103.2265,234.6108336,2,0.477148981,113.1468333,258.4295,247.8104798,105.7380068,674.5967742,674.5967742
89,"74,75,88,90,103,104",89,4.447985574,4.447985574,1,0,0,0,,,0,0,12.66222972,1,1,3,7,55.8593333,197.204,2,0.213223591,65.1165,224.0075,204.25044,64.48283332,655.983871,655.983871
90,"75,76,89,91,104,105",90,1.199359287,1.199359287,1,0,0,0,,,0,0,22.79020829,1,1,3,7,-59.01466662,101.4318332,2,0.130332618,-61.462,125.9378333,85.19481337,-44.15736668,338.9516129,338.9516129
91,"76,77,90,92,105,106",91,1.554256005,1.554256005,1,0,0,0,,,0,0,23.18092516,1,1,3,7,-54.26866671,118.9895,2,0.148334517,-57.88583333,140.8841667,105.9653666,-37.31427998,510.2177419,510.2177419
92,"77,78,91,93,106,107",92,2.232041736,2.232041736,1,0,0,0,,,0,0,24.19047762,1,1,3,7,10.37583332,185.3848336,2,0.133472837,9.806666667,204.8626667,172.1474399,22.51016669,439.4596774,439.4596774
93,"78,79,92,94,107,108",93,4.006569458,4.006569458,1,0,0,0,,,0,0,12.39112654,1,1,3,7,53.79766664,228.8165004,2,0.17124497,54.76783333,241.3536667,221.3778466,57.84304665,522.4274194,522.4274194
94,"79,80,93,95,108,109",94,2.300877306,2.300877306,1,0,0,0,,,0,0,4.460168093,1,1,3,7,101.9603333,278.5666662,2,0.32072855,106.4488333,284.2813333,276.4012999,106.4918666,660.0806452,660.0806452
95,"80,81,94,96,109,110",95,1.067896963,1.067896963,1,1,0,0,,,0,0,5.966715842,1,1,3,7,122.9871664,302.8341664,2,0.244314548,129.5996667,305.6021667,295.8396734,132.5404799,646.1370968,646.1370968
96,"81,82,95,97,110,111",96,0.347103878,0.347103878,1,1,0,0,,,0,0,7.55970827,1,1,3,7,121.6856666,300.1778328,2,0.304384924,128.3151667,301.2838333,285.3468202,131.5818134,170.9758065,170.9758065
97,"82,83,96,98,111,112",97,0.262143944,0.262143944,1,1,0,0,,,0,0,8.440148596,1,1,3,7,104.3176665,276.5973329,2,0.233372654,109.12,276.3255,274.8012399,123.3817134,0.0001,0.0001
98,"83,84,97,99,112,113",98,0.237191885,0.237191885,1,1,0,0,,,0,0,10.48049036,1,1,3,7,114.7743332,281.5466669,2,0.203337353,117.5308333,279.4476667,288.0102466,138.5131733,0.0001,0.0001
99,"84,85,98,100,113,114",99,0.338809867,0.338809867,1,1,0,0,,,0,0,11.43781985,1,1,3,7,162.1326669,321.8268337,2,0.26083032,163.3258333,318.149,334.1033198,179.2132467,0.0001,0.0001
100,"85,99,114,115",100,0.415992464,0.415992464,1,1,0,0,,,0,0,9.502854972,1,1,3,7,186.9583337,321.4964288,2,0.346491375,187.5035714,319.9654762,337.7282805,193.0496242,0.0001,0.0001
101,"86,87,102,116,117",101,0.83360532,0.83360532,1,0,0,0,,,0,0,9.992674476,1,1,3,7,49.60240962,180.3480588,2,0.185400265,60.27827979,203.7483266,182.6705757,65.02095051,1303.02381,1303.02381
102,"87,88,101,103,117,118",102,1.251956119,1.251956119,1,0,0,0,,,0,0,8.450068781,1,1,3,7,73.10742962,208.4104753,2,0.254388742,84.27309237,231.1382195,218.2298194,87.20246988,812.1746032,812.1746032
103,"88,89,102,104,118,119",103,6.286400049,6.286400049,1,0,0,0,,,0,0,5.029879045,1,1,3,7,91.62265731,229.2938419,2,0.348379047,103.0502008,253.7563588,237.2821755,97.90850739,645.4126984,645.4126984
104,"89,90,103,105,119,120",104,1.813195153,1.813195153,1,0,0,0,,,0,0,21.77592089,1,1,3,7,-10.27844721,137.1480926,2,0.140771703,-4.302041499,161.8701473,131.3731526,5.249892903,324.3809524,324.3809524
105,"90,91,104,106,120,121",105,2.035935914,2.035935914,1,0,0,0,,,0,0,22.77327421,1,1,3,7,-73.56910969,85.61127837,2,0.127859057,-73.62667336,109.333166,71.99945778,-57.32220208,300.4365079,300.4365079
106,"91,92,105,107,121,122",106,2.032264746,2.032264746,1,0,0,0,,,0,0,27.39871544,1,1,3,7,-43.48259696,124.2023095,2,0.118758794,-41.50669344,148.8758367,111.7146653,-27.07253015,567.0714286,567.0714286
107,"92,93,106,108,122,123",107,2.494637163,2.494637163,1,0,0,0,,,0,0,20.48197366,1,1,3,7,-8.211512692,159.4981592,2,0.136033803,-4.889056225,178.3575971,151.3607965,4.317161986,568.4285714,568.4285714
108,"93,94,107,109,123,124",108,2.262411687,2.262411687,1,0,0,0,,,0,0,9.038661275,1,1,3,7,58.61127841,229.768574,2,0.180946565,63.00066934,238.3080656,229.8094443,69.15230926,654.3015873,654.3015873
109,"94,95,108,110,124,125",109,0.795854463,0.795854463,1,1,0,0,,,0,0,7.469499778,1,1,3,7,73.41867477,240.9086346,2,0.225395261,79.6310241,243.3393574,253.444257,95.9212115,594.8174603,594.8174603
110,"95,96,109,111,125,126",110,0.464385071,0.464385071,1,1,0,0,,,0,0,11.38394161,1,1,3,7,79.36931047,241.2983602,2,0.201365867,86.43758367,241.6884203,252.5382999,102.2651004,437.5714286,437.5714286
111,"96,97,110,112,126,127",111,0.305555255,0.305555255,1,1,0,0,,,0,0,14.74626156,1,1,3,7,75.5200804,238.3057225,2,0.177412492,80.39809237,237.2330991,243.2723294,97.18396251,4,4
112,"97,98,111,113,127,128",112,0.25140425,0.25140425,1,1,0,0,,,0,0,16.01834269,1,1,3,7,110.0242636,275.4201804,2,0.184296619,112.5938755,273.5361446,281.8292971,140.3268408,6.873015873,6.873015873
113,"98,99,112,114,128,129",113,0.30470296,0.30470296,1,1,0,0,,,0,0,15.7039839,1,1,3,7,137.0590698,301.9489624,2,0.19161663,138.5903614,299.1315261,311.6757831,161.7700135,0.0001,0.0001
114,"99,100,113,115,129,130",114,0.470903704,0.470903704,1,1,0,0,,,0,0,6.788142719,1,1,3,7,179.0143009,322.6128175,2,0.298126858,179.4952331,320.2462924,337.6723896,187.1117113,0.0001,0.0001
115,"100,114,130,131",115,2.774624605,2.774624605,1,1,0,0,,,0,0,3.081602746,1,1,3,7,200.2175244,302.3841907,2,0.382109386,199.7463235,301.1807598,321.4656797,202.4867166,0.0001,0.0001
116,"101,117,132,133",116,0.835485279,0.835485279,1,0,0,0,,,0,0,26.40881069,1,1,3,7,-3.904166707,119.7678332,3,0.114724882,10.31283333,145.4555,108.7699867,15.56989329,822.75,822.75
117,"101,102,116,118,133,134",117,1.111507774,1.111507774,1,0,0,0,,,0,0,14.22957713,1,1,3,7,53.90099983,188.0178334,2,0.203232477,67.597,211.6556667,187.6740734,72.01483333,1157.040323,1157.040323
118,"102,103,117,119,134,135",118,1.691071776,1.691071776,1,0,0,0,,,0,0,3.165896164,1,1,3,7,94.15483333,237.9496666,2,0.362552808,106.7641667,262.0048333,247.54358,101.88616,688.5080645,688.5080645
119,"103,104,118,120,135,136",119,1.624400557,1.624400557,1,0,0,0,,,0,0,14.41348522,1,1,3,7,33.16183337,169.6106665,2,0.16490316,43.31866667,194.3521667,176.2839801,48.76800004,538.0080645,538.0080645
120,"104,105,119,121,136,137",120,2.024557458,2.024557458,1,0,0,0,,,0,0,21.39989022,1,1,3,7,-40.15699997,102.1806666,2,0.126677329,-34.72466667,124.954,96.56690002,-27.17432668,246.8145161,246.8145161
121,"105,106,120,122,137,138",121,4.229690138,4.229690138,1,0,0,0,,,0,0,20.83347426,1,1,3,7,-58.34749998,92.63516675,2,0.138533393,-51.84033333,115.6991667,80.45150668,-50.61193331,136.1129032,136.1129032
122,"106,107,121,123,138,139",122,4.416535848,4.416535848,1,0,0,0,,,0,0,16.13100535,1,1,3,7,-27.68900004,129.7976668,2,0.166938889,-19.20866667,150.9408333,118.12314,-21.94373333,519.8387097,519.8387097
123,"107,108,122,124,139,140",123,3.391839864,3.391839864,1,0,0,0,,,0,0,5.651991037,1,1,3,7,27.59766664,191.3573335,2,0.216769005,34.49216667,202.7973333,190.3891865,35.34803994,675.0080645,675.0080645
124,"108,109,123,125,140,141",124,0.935078907,0.935078907,1,1,0,0,,,0,0,7.832856618,1,1,3,7,47.36383329,205.0486667,2,0.216219417,52.47033333,206.8686667,209.0118533,54.13846001,501.6290323,501.6290323
125,"109,110,124,126,141,142",125,0.254266152,0.254266152,1,1,0,0,,,0,0,17.12644047,1,1,3,7,84.10866663,238.9083335,2,0.145756896,90.5625,238.566,246.8078332,104.3624068,356.7016129,356.7016129
